match_id,innings,over,ball,runs,wicket,extras,batting_team,bowling_team,striker,non_striker,bowler,current_score,wickets_lost,required_rr,current_rr,target,recent_runs,recent_wickets,dot_ball_streak,partnership_runs,partnership_balls,momentum_state,pressure_level,collapse_risk,boundary,six,four,phase_of_match,win_probability,commentary_text,commentary_type,importance,tone
1150533,1,15,5,1,0,0,India,New Zealand,H Kaur,JI Rodrigues,LM Kasperek,139,3,0.0,8.7789,0,16,0,0,99,61,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,96.5956,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,15,6,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,LM Kasperek,140,3,0.0,8.75,0,16,0,0,100,62,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,96.6513,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,16,1,4,0,0,India,New Zealand,JI Rodrigues,H Kaur,HNK Jensen,144,3,0.0,8.9072,0,18,0,0,104,63,BATTING,LOW,LOW,1,0,1,DEATH_OVERS,99.0,"JI Rodrigues finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,16,2,2,0,0,India,New Zealand,JI Rodrigues,H Kaur,HNK Jensen,146,3,0.0,8.9388,0,18,0,0,106,64,BATTING,LOW,LOW,0,0,0,DEATH_OVERS,96.4678,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,16,3,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,HNK Jensen,147,3,0.0,8.9091,0,15,0,0,107,65,BATTING,LOW,LOW,0,0,0,DEATH_OVERS,95.625,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,16,4,4,0,0,India,New Zealand,H Kaur,JI Rodrigues,HNK Jensen,151,3,0.0,9.06,0,13,0,0,111,66,BATTING,LOW,LOW,1,0,1,DEATH_OVERS,99.0,"H Kaur finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,16,5,4,0,0,India,New Zealand,H Kaur,JI Rodrigues,HNK Jensen,155,3,0.0,9.2079,0,16,0,0,115,67,BATTING,LOW,LOW,1,0,1,DEATH_OVERS,99.0,"H Kaur finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,16,6,0,0,0,India,New Zealand,H Kaur,JI Rodrigues,HNK Jensen,155,3,0.0,9.1176,0,15,0,1,115,68,BATTING,LOW,LOW,0,0,0,DEATH_OVERS,94.2336,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,17,1,4,0,0,India,New Zealand,JI Rodrigues,H Kaur,AC Kerr,159,3,0.0,9.2621,0,15,0,0,119,69,BATTING,LOW,LOW,1,0,1,DEATH_OVERS,99.0,"JI Rodrigues finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,17,2,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,AC Kerr,160,3,0.0,9.2308,0,14,0,0,120,70,BATTING,LOW,LOW,0,0,0,DEATH_OVERS,94.2857,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,17,3,4,0,0,India,New Zealand,H Kaur,JI Rodrigues,AC Kerr,164,3,0.0,9.3714,0,17,0,0,124,71,BATTING,LOW,LOW,1,0,1,DEATH_OVERS,99.0,"H Kaur finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,17,4,1,0,0,India,New Zealand,H Kaur,JI Rodrigues,AC Kerr,165,3,0.0,9.3396,0,14,0,0,125,72,BATTING,LOW,LOW,0,0,0,DEATH_OVERS,94.0763,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,17,5,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,AC Kerr,166,3,0.0,9.3084,0,11,0,0,126,73,BATTING,LOW,LOW,0,0,0,DEATH_OVERS,91.9763,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,17,6,6,0,0,India,New Zealand,H Kaur,JI Rodrigues,AC Kerr,172,3,0.0,9.5556,0,17,0,0,132,74,BATTING,LOW,LOW,1,1,0,DEATH_OVERS,99.0,"H Kaur finds the maximum, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,18,1,2,0,0,India,New Zealand,JI Rodrigues,H Kaur,JM Watkin,174,3,0.0,9.578,0,15,0,0,134,75,BATTING,LOW,LOW,0,0,0,DEATH_OVERS,94.3373,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,18,2,0,1,0,India,New Zealand,JI Rodrigues,H Kaur,JM Watkin,174,4,0.0,9.4909,0,14,1,1,134,76,BATTING,LOW,MEDIUM,0,0,0,DEATH_OVERS,65.6068,Huge twist in the contest as JM Watkin breaks through with the pressure peaking around JI Rodrigues.,turning_point,high,dramatic
1150533,1,18,3,0,0,0,India,New Zealand,V Krishnamurthy,H Kaur,JM Watkin,174,4,0.0,9.4054,0,10,1,2,0,1,BATTING,LOW,MEDIUM,0,0,0,DEATH_OVERS,76.2573,V Krishnamurthy takes 0 from the ball with calm control.,ball,low,neutral
1150533,1,18,4,1,0,0,India,New Zealand,V Krishnamurthy,H Kaur,JM Watkin,175,4,0.0,9.375,0,10,1,0,1,2,BATTING,LOW,MEDIUM,0,0,0,DEATH_OVERS,78.1891,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,18,5,6,0,0,India,New Zealand,H Kaur,V Krishnamurthy,JM Watkin,181,4,0.0,9.6106,0,15,1,0,7,3,BATTING,LOW,MEDIUM,1,1,0,DEATH_OVERS,97.5326,"H Kaur finds the maximum, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,18,6,6,0,0,India,New Zealand,H Kaur,V Krishnamurthy,JM Watkin,187,4,0.0,9.8421,0,15,1,0,13,4,BATTING,LOW,MEDIUM,1,1,0,DEATH_OVERS,97.8996,"H Kaur finds the maximum, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,19,1,1,0,0,India,New Zealand,V Krishnamurthy,H Kaur,SFM Devine,188,4,0.0,9.8087,0,14,1,0,14,5,BATTING,LOW,MEDIUM,0,0,0,DEATH_OVERS,85.0607,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,19,2,2,0,0,India,New Zealand,H Kaur,V Krishnamurthy,SFM Devine,190,4,0.0,9.8276,0,16,0,0,16,6,BATTING,LOW,LOW,0,0,0,DEATH_OVERS,93.0019,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,19,3,2,0,0,India,New Zealand,H Kaur,V Krishnamurthy,SFM Devine,192,4,0.0,9.8462,0,18,0,0,18,7,BATTING,LOW,LOW,0,0,0,DEATH_OVERS,93.1461,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,19,4,2,0,0,India,New Zealand,H Kaur,V Krishnamurthy,SFM Devine,194,4,0.0,9.8644,0,19,0,0,20,8,BATTING,LOW,LOW,0,0,0,DEATH_OVERS,93.111,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,19,5,0,1,0,India,New Zealand,H Kaur,V Krishnamurthy,SFM Devine,194,5,0.0,9.7815,0,13,1,1,20,9,BATTING,LOW,MEDIUM,0,0,0,DEATH_OVERS,62.9466,Huge twist in the contest as SFM Devine breaks through with the pressure peaking around H Kaur.,turning_point,high,dramatic
1150533,1,19,6,0,0,0,India,New Zealand,RP Yadav,V Krishnamurthy,SFM Devine,194,5,0.0,9.7,0,7,1,2,0,1,NEUTRAL,LOW,MEDIUM,0,0,0,DEATH_OVERS,70.5113,RP Yadav takes 0 from the ball with calm control.,ball,low,neutral
1150533,2,0,1,4,0,0,New Zealand,India,SW Bates,AM Peterson,A Reddy,4,0,9.6303,24.0,195,4,0,0,4,1,BATTING,HIGH,LOW,1,0,1,POWERPLAY,99.0,"SW Bates finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,2,0,2,0,0,0,New Zealand,India,SW Bates,AM Peterson,A Reddy,4,0,9.7119,12.0,195,4,0,1,4,2,BATTING,HIGH,LOW,0,0,0,POWERPLAY,62.8269,The pressure is high right now as New Zealand tries to manage the rate.,pressure,medium,analytical
1150533,2,0,3,2,0,0,New Zealand,India,SW Bates,AM Peterson,A Reddy,6,0,9.6923,12.0,195,6,0,0,6,3,BATTING,HIGH,LOW,0,0,0,POWERPLAY,67.3135,The pressure is high right now as New Zealand tries to manage the rate.,pressure,medium,analytical
1150533,2,0,4,1,0,0,New Zealand,India,SW Bates,AM Peterson,A Reddy,7,0,9.7241,10.5,195,7,0,0,7,4,BATTING,HIGH,LOW,0,0,0,POWERPLAY,56.7816,The pressure is high right now as New Zealand tries to manage the rate.,pressure,medium,analytical
1150533,2,0,5,0,0,0,New Zealand,India,AM Peterson,SW Bates,A Reddy,7,0,9.8087,8.4,195,7,0,1,7,5,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,31.529,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,0,6,4,0,0,New Zealand,India,AM Peterson,SW Bates,A Reddy,11,0,9.6842,11.0,195,11,0,0,11,6,BATTING,HIGH,LOW,1,0,1,POWERPLAY,79.0245,"AM Peterson finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,2,1,1,0,0,0,New Zealand,India,SW Bates,AM Peterson,RP Yadav,11,0,9.7699,9.4286,195,7,0,1,11,7,BATTING,HIGH,LOW,0,0,0,POWERPLAY,45.2455,The pressure is high right now as New Zealand tries to manage the rate.,pressure,medium,analytical
1150533,2,1,2,0,0,0,New Zealand,India,SW Bates,AM Peterson,RP Yadav,11,0,9.8571,8.25,195,7,0,2,11,8,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,28.0574,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,1,3,1,0,0,New Zealand,India,SW Bates,AM Peterson,RP Yadav,12,0,9.8919,8.0,195,6,0,0,12,9,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,25.4624,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,1,4,0,0,0,New Zealand,India,AM Peterson,SW Bates,RP Yadav,12,0,9.9818,7.2,195,5,0,1,12,10,NEUTRAL,EXTREME,LOW,0,0,0,POWERPLAY,15.9463,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,1,5,1,0,0,New Zealand,India,AM Peterson,SW Bates,RP Yadav,13,0,10.0183,7.0909,195,6,0,0,13,11,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,17.3763,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,1,6,0,0,0,New Zealand,India,SW Bates,AM Peterson,RP Yadav,13,0,10.1111,6.5,195,2,0,1,13,12,NEUTRAL,EXTREME,LOW,0,0,0,POWERPLAY,4.8788,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,2,1,1,0,0,New Zealand,India,AM Peterson,SW Bates,DB Sharma,14,0,10.1495,6.4615,195,3,0,0,14,13,NEUTRAL,EXTREME,LOW,0,0,0,POWERPLAY,6.8623,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,2,2,0,0,0,New Zealand,India,SW Bates,AM Peterson,DB Sharma,14,0,10.2453,6.0,195,3,0,1,14,14,NEUTRAL,EXTREME,LOW,0,0,0,POWERPLAY,1.5662,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,2,3,0,0,0,New Zealand,India,SW Bates,AM Peterson,DB Sharma,14,0,10.3429,5.6,195,2,0,2,14,15,NEUTRAL,EXTREME,LOW,0,0,0,POWERPLAY,1.0,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,2,4,2,0,2,New Zealand,India,SW Bates,AM Peterson,DB Sharma,16,0,10.2286,6.4,195,2,0,2,16,15,NEUTRAL,EXTREME,LOW,0,0,0,POWERPLAY,2.3407,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,2,5,1,0,0,New Zealand,India,AM Peterson,SW Bates,DB Sharma,17,0,10.2692,6.375,195,3,0,0,17,16,NEUTRAL,EXTREME,LOW,0,0,0,POWERPLAY,5.4082,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,2,6,4,0,0,New Zealand,India,SW Bates,AM Peterson,DB Sharma,21,0,10.1359,7.4118,195,6,0,0,21,17,BATTING,EXTREME,LOW,1,0,1,POWERPLAY,30.4391,"SW Bates finds the boundary, injecting fresh momentum into the innings.",boundary,high,dramatic
1150533,2,2,7,1,0,0,New Zealand,India,SW Bates,AM Peterson,DB Sharma,22,0,10.1765,7.3333,195,7,0,0,22,18,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,19.8581,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,3,1,0,0,0,New Zealand,India,SW Bates,AM Peterson,RP Yadav,22,0,10.2772,6.9474,195,6,0,1,22,19,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,13.5906,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,3,2,4,0,0,New Zealand,India,SW Bates,AM Peterson,RP Yadav,26,0,10.14,7.8,195,10,0,0,26,20,BATTING,EXTREME,LOW,1,0,1,POWERPLAY,39.7067,"SW Bates finds the boundary, injecting fresh momentum into the innings.",boundary,high,dramatic
1150533,2,3,3,2,0,0,New Zealand,India,SW Bates,AM Peterson,RP Yadav,28,0,10.1212,8.0,195,12,0,0,28,21,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,33.2803,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,3,4,4,0,0,New Zealand,India,SW Bates,AM Peterson,RP Yadav,32,0,9.9796,8.7273,195,15,0,0,32,22,BATTING,EXTREME,LOW,1,0,1,POWERPLAY,60.2485,"SW Bates finds the boundary, injecting fresh momentum into the innings.",boundary,high,dramatic
1150533,2,3,5,0,0,0,New Zealand,India,SW Bates,AM Peterson,RP Yadav,32,0,10.0825,8.3478,195,11,0,1,32,23,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,35.7765,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,3,6,1,0,0,New Zealand,India,SW Bates,AM Peterson,RP Yadav,33,0,10.125,8.25,195,11,0,0,33,24,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,35.1653,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,4,1,0,0,0,New Zealand,India,SW Bates,AM Peterson,DB Sharma,33,0,10.2316,7.92,195,11,0,1,33,25,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,29.4015,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,4,2,1,0,0,New Zealand,India,SW Bates,AM Peterson,DB Sharma,34,0,10.2766,7.8462,195,8,0,0,34,26,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,24.8762,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,4,3,0,0,0,New Zealand,India,AM Peterson,SW Bates,DB Sharma,34,0,10.3871,7.5556,195,6,0,1,34,27,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,17.7637,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,4,4,1,0,0,New Zealand,India,AM Peterson,SW Bates,DB Sharma,35,0,10.4348,7.5,195,3,0,0,35,28,NEUTRAL,EXTREME,LOW,0,0,0,POWERPLAY,13.3671,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,4,5,4,0,0,New Zealand,India,SW Bates,AM Peterson,DB Sharma,39,0,10.2857,8.069,195,7,0,0,39,29,BATTING,EXTREME,LOW,1,0,1,POWERPLAY,36.3553,"SW Bates finds the boundary, injecting fresh momentum into the innings.",boundary,high,dramatic
1150533,2,4,6,1,0,0,New Zealand,India,SW Bates,AM Peterson,DB Sharma,40,0,10.3333,8.0,195,7,0,0,40,30,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,24.2017,This stand is taking shape for New Zealand as the pair steadily rebuilds momentum.,partnership,high,dramatic
1150533,2,5,1,2,0,0,New Zealand,India,SW Bates,AM Peterson,A Reddy,42,0,10.3146,8.129,195,9,0,0,42,31,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,28.5165,This stand is taking shape for New Zealand as the pair steadily rebuilds momentum.,partnership,high,dramatic
1150533,2,5,2,1,0,0,New Zealand,India,SW Bates,AM Peterson,A Reddy,43,0,10.3636,8.0625,195,9,0,0,43,32,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,27.6017,This stand is taking shape for New Zealand as the pair steadily rebuilds momentum.,partnership,high,dramatic
1150533,2,5,3,2,0,0,New Zealand,India,AM Peterson,SW Bates,A Reddy,45,0,10.3448,8.1818,195,11,0,0,45,33,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,32.3702,This stand is taking shape for New Zealand as the pair steadily rebuilds momentum.,partnership,high,dramatic
1150533,2,5,4,1,0,1,New Zealand,India,AM Peterson,SW Bates,A Reddy,46,0,10.3953,8.1176,195,11,0,0,46,34,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,31.1128,This stand is taking shape for New Zealand as the pair steadily rebuilds momentum.,partnership,high,dramatic
1150533,2,5,5,1,0,0,New Zealand,India,SW Bates,AM Peterson,A Reddy,47,0,10.4471,8.0571,195,8,0,0,47,35,BATTING,EXTREME,LOW,0,0,0,POWERPLAY,25.4815,This stand is taking shape for New Zealand as the pair steadily rebuilds momentum.,partnership,high,dramatic
1150533,2,5,6,4,0,0,New Zealand,India,AM Peterson,SW Bates,A Reddy,51,0,10.2857,8.5,195,11,0,0,51,36,BATTING,EXTREME,LOW,1,0,1,POWERPLAY,49.2237,"AM Peterson finds the boundary, injecting fresh momentum into the innings.",boundary,high,dramatic
1150533,2,6,1,0,0,0,New Zealand,India,SW Bates,AM Peterson,D Hemalatha,51,0,10.4096,8.2703,195,9,0,1,51,37,BATTING,EXTREME,LOW,0,0,0,MIDDLE_OVERS,28.9812,This stand is taking shape for New Zealand as the pair steadily rebuilds momentum.,partnership,high,dramatic
1150533,2,6,2,1,0,0,New Zealand,India,SW Bates,AM Peterson,D Hemalatha,52,0,10.4634,8.2105,195,9,0,0,52,38,BATTING,EXTREME,LOW,0,0,0,MIDDLE_OVERS,28.7335,This stand is taking shape for New Zealand as the pair steadily rebuilds momentum.,partnership,high,dramatic
1150533,2,6,3,0,1,0,New Zealand,India,AM Peterson,SW Bates,D Hemalatha,52,1,10.5926,8.0,195,7,1,1,52,39,NEUTRAL,EXTREME,LOW,0,0,0,MIDDLE_OVERS,1.0,Huge twist in the contest as D Hemalatha breaks through with the pressure peaking around AM Peterson.,turning_point,high,dramatic
1150533,2,6,4,0,0,0,New Zealand,India,SFM Devine,SW Bates,D Hemalatha,52,1,10.725,7.8,195,6,1,2,0,1,NEUTRAL,EXTREME,LOW,0,0,0,MIDDLE_OVERS,5.348,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,6,5,1,0,0,New Zealand,India,SFM Devine,SW Bates,D Hemalatha,53,1,10.7848,7.7561,195,6,1,0,1,2,NEUTRAL,EXTREME,LOW,0,0,0,MIDDLE_OVERS,6.5961,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,6,6,1,0,0,New Zealand,India,SW Bates,SFM Devine,D Hemalatha,54,1,10.8462,7.7143,195,3,1,0,2,3,NEUTRAL,EXTREME,LOW,0,0,0,MIDDLE_OVERS,1.2329,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,7,1,0,0,0,New Zealand,India,SW Bates,SFM Devine,Poonam Yadav,54,1,10.987,7.5349,195,3,1,1,2,4,NEUTRAL,EXTREME,LOW,0,0,0,MIDDLE_OVERS,1.0,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,7,2,1,0,0,New Zealand,India,SW Bates,SFM Devine,Poonam Yadav,55,1,11.0526,7.5,195,3,1,0,3,5,NEUTRAL,EXTREME,LOW,0,0,0,MIDDLE_OVERS,1.0,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,7,3,1,0,0,New Zealand,India,SFM Devine,SW Bates,Poonam Yadav,56,1,11.12,7.4667,195,4,0,0,4,6,NEUTRAL,EXTREME,LOW,0,0,0,MIDDLE_OVERS,10.2895,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,7,4,4,0,0,New Zealand,India,SW Bates,SFM Devine,Poonam Yadav,60,1,10.9459,7.8261,195,8,0,0,8,7,BATTING,EXTREME,LOW,1,0,1,MIDDLE_OVERS,31.6995,"SW Bates finds the boundary, injecting fresh momentum into the innings.",boundary,high,dramatic
1150533,2,7,5,1,0,0,New Zealand,India,SW Bates,SFM Devine,Poonam Yadav,61,1,11.0137,7.7872,195,8,0,0,9,8,BATTING,EXTREME,LOW,0,0,0,MIDDLE_OVERS,19.7168,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,7,6,0,0,0,New Zealand,India,SFM Devine,SW Bates,Poonam Yadav,61,1,11.1667,7.625,195,7,0,1,9,9,BATTING,EXTREME,LOW,0,0,0,MIDDLE_OVERS,14.9086,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,8,1,1,0,0,New Zealand,India,SW Bates,SFM Devine,D Hemalatha,62,1,11.2394,7.5918,195,8,0,0,10,10,BATTING,EXTREME,LOW,0,0,0,MIDDLE_OVERS,16.7164,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,8,2,0,0,0,New Zealand,India,SFM Devine,SW Bates,D Hemalatha,62,1,11.4,7.44,195,7,0,1,10,11,BATTING,EXTREME,LOW,0,0,0,MIDDLE_OVERS,11.9432,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,8,3,1,0,0,New Zealand,India,SFM Devine,SW Bates,D Hemalatha,63,1,11.4783,7.4118,195,7,0,0,11,12,BATTING,EXTREME,LOW,0,0,0,MIDDLE_OVERS,12.2095,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,8,4,1,0,0,New Zealand,India,SW Bates,SFM Devine,D Hemalatha,64,1,11.5588,7.3846,195,4,0,0,12,13,NEUTRAL,EXTREME,LOW,0,0,0,MIDDLE_OVERS,6.8417,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,8,5,6,0,0,New Zealand,India,SFM Devine,SW Bates,D Hemalatha,70,1,11.194,7.9245,195,9,0,0,18,14,BATTING,EXTREME,LOW,1,1,0,MIDDLE_OVERS,32.4561,"SFM Devine finds the maximum, injecting fresh momentum into the innings.",boundary,high,dramatic
1150533,2,8,6,0,0,0,New Zealand,India,SFM Devine,SW Bates,D Hemalatha,70,1,11.3636,7.7778,195,9,0,1,18,15,BATTING,EXTREME,LOW,0,0,0,MIDDLE_OVERS,17.9726,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,9,1,0,0,0,New Zealand,India,SW Bates,SFM Devine,Poonam Yadav,70,1,11.5385,7.6364,195,8,0,2,18,16,BATTING,EXTREME,LOW,0,0,0,MIDDLE_OVERS,13.1919,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,9,2,3,0,0,New Zealand,India,SW Bates,SFM Devine,Poonam Yadav,73,1,11.4375,7.8214,195,11,0,0,21,17,BATTING,EXTREME,LOW,0,0,0,MIDDLE_OVERS,21.934,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,9,3,0,1,0,New Zealand,India,SFM Devine,SW Bates,Poonam Yadav,73,2,11.619,7.6842,195,10,1,1,21,18,NEUTRAL,EXTREME,LOW,0,0,0,MIDDLE_OVERS,1.0,Huge twist in the contest as Poonam Yadav breaks through with the pressure peaking around SFM Devine.,turning_point,high,dramatic
1150533,2,9,4,0,1,0,New Zealand,India,JM Watkin,SW Bates,Poonam Yadav,73,3,11.8065,7.5517,195,9,2,2,0,1,BOWLING,EXTREME,MEDIUM,0,0,0,MIDDLE_OVERS,1.0,Huge twist in the contest as Poonam Yadav breaks through with the pressure peaking around JM Watkin.,turning_point,high,dramatic
1150533,2,9,5,0,0,0,New Zealand,India,AE Satterthwaite,SW Bates,Poonam Yadav,73,3,12.0,7.4237,195,3,2,3,0,1,BOWLING,EXTREME,MEDIUM,0,0,0,MIDDLE_OVERS,1.0,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,9,6,1,0,1,New Zealand,India,AE Satterthwaite,SW Bates,Poonam Yadav,74,3,11.9016,7.5254,195,3,2,3,1,1,BOWLING,EXTREME,MEDIUM,0,0,0,MIDDLE_OVERS,1.0,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,9,7,0,0,0,New Zealand,India,AE Satterthwaite,SW Bates,Poonam Yadav,74,3,12.1,7.4,195,3,2,4,1,2,BOWLING,EXTREME,MEDIUM,0,0,0,MIDDLE_OVERS,1.0,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,10,1,1,0,0,New Zealand,India,SW Bates,AE Satterthwaite,DB Sharma,75,3,12.2034,7.377,195,4,2,0,2,3,BOWLING,EXTREME,MEDIUM,0,0,0,MIDDLE_OVERS,1.0,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,10,2,0,0,0,New Zealand,India,AE Satterthwaite,SW Bates,DB Sharma,75,3,12.4138,7.2581,195,1,2,1,2,4,BOWLING,EXTREME,MEDIUM,0,0,0,MIDDLE_OVERS,1.0,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,10,3,0,0,0,New Zealand,India,AE Satterthwaite,SW Bates,DB Sharma,75,3,12.6316,7.1429,195,1,1,2,2,5,BOWLING,EXTREME,MEDIUM,0,0,0,MIDDLE_OVERS,1.0,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,10,4,1,0,0,New Zealand,India,AE Satterthwaite,SW Bates,DB Sharma,76,3,12.75,7.125,195,2,0,0,3,6,NEUTRAL,EXTREME,LOW,0,0,0,MIDDLE_OVERS,1.0,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,10,5,4,0,0,New Zealand,India,SW Bates,AE Satterthwaite,DB Sharma,80,3,12.5455,7.3846,195,6,0,0,7,7,BATTING,EXTREME,LOW,1,0,1,MIDDLE_OVERS,14.8998,"SW Bates finds the boundary, injecting fresh momentum into the innings.",boundary,high,dramatic
1150533,2,10,6,1,0,0,New Zealand,India,SW Bates,AE Satterthwaite,DB Sharma,81,3,12.6667,7.3636,195,7,0,0,8,8,BATTING,EXTREME,LOW,0,0,0,MIDDLE_OVERS,4.2669,The pressure is extreme right now as New Zealand tries to manage the rate.,pressure,high,dramatic
1150533,2,11,1,4,0,0,New Zealand,India,SW Bates,AE Satterthwaite,RP Yadav,85,3,12.4528,7.6119,195,10,0,0,12,9,BATTING,EXTREME,LOW,1,0,1,MIDDLE_OVERS,23.494,"SW Bates finds the boundary, injecting fresh momentum into the innings.",boundary,high,dramatic
